dereck1|El sol brillaba intensamente mientras paseábamos por el parque.|El sol brillaba intensamente mientras paseábamos por el parque.
dereck2|Ayer compré un libro muy interesante sobre historia de México.|Ayer compré un libro muy interesante sobre historia de México.
dereck3|Me gustaría aprender a tocar la guitarra en mis ratos libres.|Me gustaría aprender a tocar la guitarra en mis ratos libres.
dereck4|La cena de anoche estuvo deliciosa, me encantaría repetirla.|La cena de anoche estuvo deliciosa, me encantaría repetirla.
dereck5|Cada mañana tomo una taza de café antes de empezar a trabajar.|Cada mañana tomo una taza de café antes de empezar a trabajar.
dereck6|El autobús tardó más de lo esperado en llegar a la estación.|El autobús tardó más de lo esperado en llegar a la estación.
dereck7|Vamos a organizar una reunión con todos los amigos la próxima semana.|Vamos a organizar una reunión con todos los amigos la próxima semana.
dereck8|Me encanta escuchar el sonido de la lluvia cuando estoy en casa.|Me encanta escuchar el sonido de la lluvia cuando estoy en casa.
dereck9|El perro de mi vecino siempre ladra cuando alguien pasa por la puerta.|El perro de mi vecino siempre ladra cuando alguien pasa por la puerta.
dereck10|¿Podrías ayudarme a mover estos muebles al otro lado de la sala?|¿Podrías ayudarme a mover estos muebles al otro lado de la sala?
dereck11|La película que vimos el sábado fue muy emocionante y llena de acción.|La película que vimos el sábado fue muy emocionante y llena de acción.
dereck12|Las montañas se ven preciosas al amanecer desde mi ventana.|Las montañas se ven preciosas al amanecer desde mi ventana.
dereck13|La próxima semana comenzaremos un nuevo proyecto en la oficina.|La próxima semana comenzaremos un nuevo proyecto en la oficina.
dereck14|Anoche tuve un sueño muy extraño, pero no recuerdo todos los detalles.|Anoche tuve un sueño muy extraño, pero no recuerdo todos los detalles.
dereck15|El tráfico en la ciudad es cada vez más intenso en las horas pico.|El tráfico en la ciudad es cada vez más intenso en las horas pico.
dereck16|Estoy pensando en cambiar de carrera para dedicarme a algo que me apasione más.|Estoy pensando en cambiar de carrera para dedicarme a algo que me apasione más.
dereck17|Mi hermana me enseñó a cocinar un platillo típico de nuestra región.|Mi hermana me enseñó a cocinar un platillo típico de nuestra región.
dereck18|Me gusta salir a caminar por el parque al final del día para relajarme.|Me gusta salir a caminar por el parque al final del día para relajarme.
dereck19|El concierto de anoche fue increíble, la banda tocó todas mis canciones favoritas.|El concierto de anoche fue increíble, la banda tocó todas mis canciones favoritas.
dereck20|Mañana tengo una reunión importante en el trabajo y debo prepararme bien.|Mañana tengo una reunión importante en el trabajo y debo prepararme bien.
dereck21|Me encantaría viajar a Europa el próximo verano para conocer nuevas culturas.|Me encantaría viajar a Europa el próximo verano para conocer nuevas culturas.
dereck22|La clase de hoy fue muy interesante, aprendí mucho sobre física cuántica.|La clase de hoy fue muy interesante, aprendí mucho sobre física cuántica.
dereck23|Durante las vacaciones, planeo leer varios libros que he dejado pendientes.|Durante las vacaciones, planeo leer varios libros que he dejado pendientes.
dereck24|La bicicleta que compré es muy cómoda, ahora disfruto más de mis paseos.|La bicicleta que compré es muy cómoda, ahora disfruto más de mis paseos.
dereck25|Esta tarde, tengo una cita con el médico para una revisión de rutina.|Esta tarde, tengo una cita con el médico para una revisión de rutina.
dereck26|Me gustaría aprender otro idioma, quizás francés o italiano.|Me gustaría aprender otro idioma, quizás francés o italiano.
dereck27|Mi gato siempre se sienta en la ventana para observar a los pájaros.|Mi gato siempre se sienta en la ventana para observar a los pájaros.
dereck28|La tecnología ha avanzado mucho en los últimos años, especialmente en inteligencia artificial.|La tecnología ha avanzado mucho en los últimos años, especialmente en inteligencia artificial.
dereck29|En mi tiempo libre, me gusta ver documentales sobre historia y ciencia.|En mi tiempo libre, me gusta ver documentales sobre historia y ciencia.
dereck30|Me gusta mucho la música clásica, especialmente las obras de Beethoven.|Me gusta mucho la música clásica, especialmente las obras de Beethoven.
dereck31|Ayer fuimos a un restaurante nuevo y la comida fue excelente.|Ayer fuimos a un restaurante nuevo y la comida fue excelente.
dereck32|El clima ha estado muy cálido esta semana, pero parece que lloverá pronto.|El clima ha estado muy cálido esta semana, pero parece que lloverá pronto.
dereck33|Me siento más productivo cuando organizo mis tareas por adelantado.|Me siento más productivo cuando organizo mis tareas por adelantado.
dereck34|La exposición de arte que visité ayer tenía obras muy impresionantes.|La exposición de arte que visité ayer tenía obras muy impresionantes.
dereck35|Quiero aprender a programar para desarrollar mis propios proyectos tecnológicos.|Quiero aprender a programar para desarrollar mis propios proyectos tecnológicos.
dereck36|Durante el fin de semana, planeo hacer una excursión a las montañas con mis amigos.|Durante el fin de semana, planeo hacer una excursión a las montañas con mis amigos.
dereck37|Ayer terminé de leer un libro que me recomendó mi profesor de literatura.|Ayer terminé de leer un libro que me recomendó mi profesor de literatura.
dereck38|La próxima semana tengo que presentar un informe sobre el proyecto en el que estoy trabajando.|La próxima semana tengo que presentar un informe sobre el proyecto en el que estoy trabajando.
dereck39|El nuevo teléfono que compré tiene muchas funciones interesantes que aún estoy descubriendo.|El nuevo teléfono que compré tiene muchas funciones interesantes que aún estoy descubriendo.
dereck40|Estoy tratando de mejorar mi alimentación comiendo más frutas y verduras.|Estoy tratando de mejorar mi alimentación comiendo más frutas y verduras.
dereck41|El mercado local siempre tiene productos frescos y de buena calidad.|El mercado local siempre tiene productos frescos y de buena calidad.
dereck42|En mi trabajo, me gusta colaborar con mis compañeros para lograr los objetivos.|En mi trabajo, me gusta colaborar con mis compañeros para lograr los objetivos.
dereck43|Estoy pensando en adoptar un perro, ya que me encanta la compañía de los animales.|Estoy pensando en adoptar un perro, ya que me encanta la compañía de los animales.
dereck44|Ayer vi un documental muy interesante sobre el cambio climático y sus efectos.|Ayer vi un documental muy interesante sobre el cambio climático y sus efectos.
dereck45|El servicio de atención al cliente en esa tienda es excelente, siempre son muy amables.|El servicio de atención al cliente en esa tienda es excelente, siempre son muy amables.
dereck46|Las vacaciones de verano fueron muy divertidas, viajamos a varios lugares hermosos.|Las vacaciones de verano fueron muy divertidas, viajamos a varios lugares hermosos.
dereck47|Estoy ahorrando dinero para comprar una computadora nueva el próximo mes.|Estoy ahorrando dinero para comprar una computadora nueva el próximo mes.
dereck48|Hoy salí a correr por la mañana y me sentí lleno de energía durante todo el día.|Hoy salí a correr por la mañana y me sentí lleno de energía durante todo el día.
dereck49|Me gusta visitar museos de arte moderno y descubrir nuevas exposiciones.|Me gusta visitar museos de arte moderno y descubrir nuevas exposiciones.
dereck50|Durante el fin de semana, me dedico a descansar y pasar tiempo con mi familia.|Durante el fin de semana, me dedico a descansar y pasar tiempo con mi familia.
dereck51|El perro corrió hacia el parque en cuanto vio la pelota.|El perro corrió hacia el parque en cuanto vio la pelota.
dereck52|Hoy vamos a cenar pizza con la familia.|Hoy vamos a cenar pizza con la familia.
dereck53|Mañana tengo que ir al supermercado a comprar verduras.|Mañana tengo que ir al supermercado a comprar verduras.
dereck54|Me gusta caminar por la playa cuando está atardeciendo.|Me gusta caminar por la playa cuando está atardeciendo.
dereck55|El café de esta mañana estaba más fuerte de lo normal.|El café de esta mañana estaba más fuerte de lo normal.
dereck56|Ayer vimos una película divertida en casa.|Ayer vimos una película divertida en casa.
dereck57|Mi hermana tiene una bicicleta nueva y le encanta pasear con ella.|Mi hermana tiene una bicicleta nueva y le encanta pasear con ella.
dereck58|Los niños juegan en el patio mientras los adultos conversan.|Los niños juegan en el patio mientras los adultos conversan.
dereck59|Esta tarde voy a leer un libro que me prestaron.|Esta tarde voy a leer un libro que me prestaron.
dereck60|El cielo está nublado, creo que va a llover pronto.|El cielo está nublado, creo que va a llover pronto.
dereck61|Mi amigo me invitó a su fiesta de cumpleaños el sábado.|Mi amigo me invitó a su fiesta de cumpleaños el sábado.
dereck62|Hoy tenemos una reunión importante en el trabajo.|Hoy tenemos una reunión importante en el trabajo.
dereck63|Me gusta escuchar música cuando limpio la casa.|Me gusta escuchar música cuando limpio la casa.
dereck64|Mañana voy a visitar a mis abuelos en el campo.|Mañana voy a visitar a mis abuelos en el campo.
dereck65|El gato siempre se sienta cerca de la ventana para tomar el sol.|El gato siempre se sienta cerca de la ventana para tomar el sol.
dereck66|Ayer fuimos al parque a hacer un picnic con amigos.|Ayer fuimos al parque a hacer un picnic con amigos.
dereck67|Los fines de semana me gusta salir a correr por la mañana.|Los fines de semana me gusta salir a correr por la mañana.
dereck68|Mi hermano está aprendiendo a tocar el piano y lo hace muy bien.|Mi hermano está aprendiendo a tocar el piano y lo hace muy bien.
dereck69|Hoy es el último día de clases antes de las vacaciones.|Hoy es el último día de clases antes de las vacaciones.
dereck70|El chocolate caliente es perfecto para los días fríos.|El chocolate caliente es perfecto para los días fríos.
dereck71|En mi casa siempre tenemos frutas frescas para el desayuno.|En mi casa siempre tenemos frutas frescas para el desayuno.
dereck72|Vamos a ver si hay ofertas en la tienda de ropa este viernes.|Vamos a ver si hay ofertas en la tienda de ropa este viernes.
dereck73|El coche necesita una revisión antes de salir de viaje.|El coche necesita una revisión antes de salir de viaje.
dereck74|Mi amiga y yo vamos a estudiar juntas para el examen del lunes.|Mi amiga y yo vamos a estudiar juntas para el examen del lunes.
dereck75|A mi mamá le gusta mucho cuidar las plantas del jardín.|A mi mamá le gusta mucho cuidar las plantas del jardín.
dereck76|En la escuela están organizando una feria de ciencias para todos los estudiantes.|En la escuela están organizando una feria de ciencias para todos los estudiantes.
dereck77|El perro duerme en su cama después de un largo paseo.|El perro duerme en su cama después de un largo paseo.
dereck78|Hoy comimos tacos y estaban deliciosos.|Hoy comimos tacos y estaban deliciosos.
dereck79|El viento está soplando muy fuerte esta mañana.|El viento está soplando muy fuerte esta mañana.
dereck80|El bebé se quedó dormido en los brazos de su mamá.|El bebé se quedó dormido en los brazos de su mamá.
dereck81|Mi papá siempre cuenta historias divertidas durante la cena.|Mi papá siempre cuenta historias divertidas durante la cena.
dereck82|A veces me gusta pintar o dibujar cuando tengo tiempo libre.|A veces me gusta pintar o dibujar cuando tengo tiempo libre.
dereck83|Mi hermana pequeña está aprendiendo a andar en bicicleta sin rueditas.|Mi hermana pequeña está aprendiendo a andar en bicicleta sin rueditas.
dereck84|La televisión no está funcionando bien, creo que necesita repararse.|La televisión no está funcionando bien, creo que necesita repararse.
dereck85|Me gusta tomar jugo de naranja en las mañanas.|Me gusta tomar jugo de naranja en las mañanas.
dereck86|Hoy no hice nada especial, solo descansé y vi televisión.|Hoy no hice nada especial, solo descansé y vi televisión.
dereck87|Me encanta escuchar el sonido de la lluvia mientras leo un libro.|Me encanta escuchar el sonido de la lluvia mientras leo un libro.
dereck88|En mi ciudad hay muchos parques bonitos para pasear.|En mi ciudad hay muchos parques bonitos para pasear.
dereck89|Mis amigos y yo fuimos al cine a ver la película nueva.|Mis amigos y yo fuimos al cine a ver la película nueva.
dereck90|Siempre me levanto temprano para hacer ejercicio antes del trabajo.|Siempre me levanto temprano para hacer ejercicio antes del trabajo.
dereck91|Me gusta mucho el helado de fresa, es mi sabor favorito.|Me gusta mucho el helado de fresa, es mi sabor favorito.
dereck92|Mañana tenemos que preparar todo para la fiesta de cumpleaños.|Mañana tenemos que preparar todo para la fiesta de cumpleaños.
dereck93|El tren llegó tarde hoy por la mañana, así que me retrasé un poco.|El tren llegó tarde hoy por la mañana, así que me retrasé un poco.
dereck94|Mi mamá hizo una sopa de pollo deliciosa para la cena de hoy.|Mi mamá hizo una sopa de pollo deliciosa para la cena de hoy.
dereck95|En verano siempre vamos a la playa a nadar y tomar el sol.|En verano siempre vamos a la playa a nadar y tomar el sol.
dereck96|Ayer terminé el libro que estaba leyendo y me gustó mucho.|Ayer terminé el libro que estaba leyendo y me gustó mucho.
dereck97|Mi prima vendrá de visita la próxima semana y pasaremos tiempo juntas.|Mi prima vendrá de visita la próxima semana y pasaremos tiempo juntas.
dereck98|El agua del lago está muy fría, pero igual me quiero meter.|El agua del lago está muy fría, pero igual me quiero meter.
dereck99|Vamos a hacer una parrillada el domingo en el jardín de la casa.|Vamos a hacer una parrillada el domingo en el jardín de la casa.
dereck100|Las flores del parque están muy bonitas en esta época del año.|Las flores del parque están muy bonitas en esta época del año.
dereck101|Hoy tengo que lavar la ropa y limpiar la casa.|Hoy tengo que lavar la ropa y limpiar la casa.
dereck102|Mi primo va a venir a jugar videojuegos conmigo esta tarde.|Mi primo va a venir a jugar videojuegos conmigo esta tarde.
dereck103|El sol está muy fuerte, no olvides ponerte protector solar.|El sol está muy fuerte, no olvides ponerte protector solar.
dereck104|Mañana iremos al centro comercial a comprar unos zapatos nuevos.|Mañana iremos al centro comercial a comprar unos zapatos nuevos.
dereck105|A mi papá le encanta cocinar asado los fines de semana.|A mi papá le encanta cocinar asado los fines de semana.
dereck106|Hoy en la mañana tomé té en lugar de café.|Hoy en la mañana tomé té en lugar de café.
dereck107|Mi mejor amigo y yo vamos al gimnasio juntos todos los días.|Mi mejor amigo y yo vamos al gimnasio juntos todos los días.
dereck108|El gato de mi vecina siempre entra a mi casa por la ventana.|El gato de mi vecina siempre entra a mi casa por la ventana.
dereck109|Este fin de semana vamos a acampar en las montañas.|Este fin de semana vamos a acampar en las montañas.
dereck110|Me gustaría aprender a nadar bien para disfrutar más el verano.|Me gustaría aprender a nadar bien para disfrutar más el verano.
dereck111|Hoy compré una nueva planta para decorar mi sala.|Hoy compré una nueva planta para decorar mi sala.
dereck112|El avión despegó más tarde de lo planeado, pero llegamos a tiempo.|El avión despegó más tarde de lo planeado, pero llegamos a tiempo.
dereck113|Me gusta mucho desayunar huevos con jamón por la mañana.|Me gusta mucho desayunar huevos con jamón por la mañana.
dereck114|Mi hermana y yo vamos a pintar la sala de color azul.|Mi hermana y yo vamos a pintar la sala de color azul.
dereck115|El partido de fútbol de ayer estuvo muy emocionante.|El partido de fútbol de ayer estuvo muy emocionante.
dereck116|Vamos a organizar una tarde de juegos con mis amigos este domingo.|Vamos a organizar una tarde de juegos con mis amigos este domingo.
dereck117|A mi perro le encanta correr en el parque cuando lo sacamos a pasear.|A mi perro le encanta correr en el parque cuando lo sacamos a pasear.
dereck118|Mañana tenemos una cita en el dentista para revisar nuestros dientes.|Mañana tenemos una cita en el dentista para revisar nuestros dientes.
dereck119|Hoy tengo que hacer tarea, pero primero voy a descansar un rato.|Hoy tengo que hacer tarea, pero primero voy a descansar un rato.
dereck120|En mi barrio hay una nueva panadería que hace unos panes deliciosos.|En mi barrio hay una nueva panadería que hace unos panes deliciosos.
dereck121|Me gusta mucho el aroma del café recién hecho en la mañana.|Me gusta mucho el aroma del café recién hecho en la mañana.
dereck122|Ayer nos quedamos despiertos hasta tarde viendo una película.|Ayer nos quedamos despiertos hasta tarde viendo una película.
dereck123|Mañana tengo una reunión muy importante en el trabajo.|Mañana tengo una reunión muy importante en el trabajo.
dereck124|Los domingos por la tarde me gusta leer un buen libro.|Los domingos por la tarde me gusta leer un buen libro.
dereck125|En vacaciones, me encanta ir a la playa a disfrutar del mar.|En vacaciones, me encanta ir a la playa a disfrutar del mar.
dereck126|Hoy voy a preparar una ensalada fresca para el almuerzo.|Hoy voy a preparar una ensalada fresca para el almuerzo.
dereck127|El coche de mi hermano tiene un problema en el motor y no arranca.|El coche de mi hermano tiene un problema en el motor y no arranca.
dereck128|Vamos a celebrar el cumpleaños de mi mamá el próximo viernes.|Vamos a celebrar el cumpleaños de mi mamá el próximo viernes.
dereck129|Los árboles del parque están llenos de hojas verdes y flores.|Los árboles del parque están llenos de hojas verdes y flores.
dereck130|Ayer fuimos al zoológico y vimos muchos animales interesantes.|Ayer fuimos al zoológico y vimos muchos animales interesantes.
dereck131|Mi abuelo siempre me cuenta historias de cuando era joven.|Mi abuelo siempre me cuenta historias de cuando era joven.
dereck132|Esta tarde vamos a jugar al fútbol con mis primos en la cancha.|Esta tarde vamos a jugar al fútbol con mis primos en la cancha.
dereck133|El tren que tomamos hoy fue muy rápido y cómodo.|El tren que tomamos hoy fue muy rápido y cómodo.
dereck134|Siempre disfruto de tomar una siesta después del almuerzo.|Siempre disfruto de tomar una siesta después del almuerzo.
dereck135|A mi hermano pequeño le encanta jugar con sus coches de juguete.|A mi hermano pequeño le encanta jugar con sus coches de juguete.
dereck136|El agua del río estaba muy fría, pero fue divertido nadar allí.|El agua del río estaba muy fría, pero fue divertido nadar allí.
dereck137|Hoy voy a preparar una receta nueva que encontré en internet.|Hoy voy a preparar una receta nueva que encontré en internet.
dereck138|A mi papá le gusta arreglar cosas en la casa durante el fin de semana.|A mi papá le gusta arreglar cosas en la casa durante el fin de semana.
dereck139|Mañana hay una feria en la ciudad y vamos a ir a comer algo rico.|Mañana hay una feria en la ciudad y vamos a ir a comer algo rico.
dereck140|Me encanta pasar tiempo con mi familia viendo películas los domingos.|Me encanta pasar tiempo con mi familia viendo películas los domingos.
dereck141|Hoy nos quedamos hasta tarde hablando y riendo en la casa de mi amigo.|Hoy nos quedamos hasta tarde hablando y riendo en la casa de mi amigo.
dereck142|Mi abuela hace los mejores pasteles de manzana que he probado.|Mi abuela hace los mejores pasteles de manzana que he probado.
dereck143|Me gustaría aprender a bailar salsa para las fiestas familiares.|Me gustaría aprender a bailar salsa para las fiestas familiares.
dereck144|Mi gato siempre se duerme en el lugar más cómodo de la casa.|Mi gato siempre se duerme en el lugar más cómodo de la casa.
dereck145|El mar estaba tranquilo hoy, así que fue perfecto para nadar.|El mar estaba tranquilo hoy, así que fue perfecto para nadar.
dereck146|Mañana quiero ir al parque a leer un libro bajo los árboles.|Mañana quiero ir al parque a leer un libro bajo los árboles.
dereck147|Vamos a ir de compras esta tarde para buscar ropa de verano.|Vamos a ir de compras esta tarde para buscar ropa de verano.
dereck148|Mi perro siempre se emociona cuando ve su correa porque sabe que vamos a salir.|Mi perro siempre se emociona cuando ve su correa porque sabe que vamos a salir.
dereck149|Ayer comí una hamburguesa tan grande que no pude terminarla.|Ayer comí una hamburguesa tan grande que no pude terminarla.
dereck150|El coche de mi tío es muy rápido, siempre me lleva de paseo cuando nos visita.|El coche de mi tío es muy rápido, siempre me lleva de paseo cuando nos visita.
dereck151|¡Qué hermoso es el amanecer en la playa!|¡Qué hermoso es el amanecer en la playa!
dereck152|¿Cuántos libros has leído este mes?|¿Cuántos libros has leído este mes?
dereck153|¡No puedo creer que ya sea viernes!|¡No puedo creer que ya sea viernes!
dereck154|¿Por qué no viniste a la fiesta ayer?|¿Por qué no viniste a la fiesta ayer?
dereck155|¡Vamos a la montaña este fin de semana!|¡Vamos a la montaña este fin de semana!
dereck156|¿Te gustaría salir a caminar por el parque esta tarde?|¿Te gustaría salir a caminar por el parque esta tarde?
dereck157|¡Esto es absolutamente increíble!|¡Esto es absolutamente increíble!
dereck158|¿A qué hora piensas llegar a la reunión mañana?|¿A qué hora piensas llegar a la reunión mañana?
dereck159|¡Qué delicia fue la comida de hoy!|¡Qué delicia fue la comida de hoy!
dereck160|¿Dónde dejé mis llaves?|¿Dónde dejé mis llaves?
dereck161|¡No puedo esperar para ver la nueva película!|¡No puedo esperar para ver la nueva película!
dereck162|¿Cómo te fue en el examen de matemáticas?|¿Cómo te fue en el examen de matemáticas?
dereck163|¡Qué sorpresa tan grande me llevé ayer!|¡Qué sorpresa tan grande me llevé ayer!
dereck164|¿Sabes qué hora es?|¿Sabes qué hora es?
dereck165|¡Esto es más difícil de lo que pensaba!|¡Esto es más difícil de lo que pensaba!
dereck166|¿Quién va a venir al concierto mañana?|¿Quién va a venir al concierto mañana?
dereck167|¡Me encanta cómo decoraste la casa!|¡Me encanta cómo decoraste la casa!
dereck168|¿Por qué no probamos una nueva receta este fin de semana?|¿Por qué no probamos una nueva receta este fin de semana?
dereck169|¡Cuidado, la sopa está muy caliente!|¡Cuidado, la sopa está muy caliente!
dereck170|¿Crees que va a llover esta tarde?|¿Crees que va a llover esta tarde?
dereck171|¡Qué rápido ha pasado el tiempo!|¡Qué rápido ha pasado el tiempo!
dereck172|¿Cuándo fue la última vez que visitaste a tus abuelos?|¿Cuándo fue la última vez que visitaste a tus abuelos?
dereck173|¡Esto es lo que estaba buscando todo el día!|¡Esto es lo que estaba buscando todo el día!
dereck174|¿Puedes ayudarme con esta tarea, por favor?|¿Puedes ayudarme con esta tarea, por favor?
dereck175|¡Qué gran idea tuviste para la fiesta!|¡Qué gran idea tuviste para la fiesta!
dereck176|¿Cómo es posible que no hayas escuchado esa noticia?|¿Cómo es posible que no hayas escuchado esa noticia?
dereck177|¡Estoy tan emocionado por el viaje!|¡Estoy tan emocionado por el viaje!
dereck178|¿Dónde compraste esa hermosa chaqueta?|¿Dónde compraste esa hermosa chaqueta?
dereck179|¡Qué maravilla haber terminado todo el trabajo a tiempo!|¡Qué maravilla haber terminado todo el trabajo a tiempo!
dereck180|¿Te gustaría tomar un café conmigo mañana?|¿Te gustaría tomar un café conmigo mañana?
dereck181|¡Mira, qué bello se ve el cielo al atardecer!|¡Mira, qué bello se ve el cielo al atardecer!
dereck182|¿Cuál es tu comida favorita?|¿Cuál es tu comida favorita?
dereck183|¡Esto es justo lo que necesitábamos!|¡Esto es justo lo que necesitábamos!
dereck184|¿Qué planes tienes para el fin de semana?|¿Qué planes tienes para el fin de semana?
dereck185|¡Nunca había visto algo tan increíble!|¡Nunca había visto algo tan increíble!
dereck186|¿Sabías que mañana es el cumpleaños de Juan?|¿Sabías que mañana es el cumpleaños de Juan?
dereck187|¡Qué cansado estoy después de tanto trabajo!|¡Qué cansado estoy después de tanto trabajo!
dereck188|¿Cuándo piensas empezar a estudiar para el examen?|¿Cuándo piensas empezar a estudiar para el examen?
dereck189|¡Qué emoción, mañana empieza el concierto!|¡Qué emoción, mañana empieza el concierto!
dereck190|¿Qué opinas sobre la película que vimos ayer?|¿Qué opinas sobre la película que vimos ayer?
dereck191|¡Esto es más de lo que esperaba!|¡Esto es más de lo que esperaba!
dereck192|¿Quién te acompañará a la fiesta de mañana?|¿Quién te acompañará a la fiesta de mañana?
dereck193|¡Qué gran sorpresa fue ver a todos mis amigos reunidos!|¡Qué gran sorpresa fue ver a todos mis amigos reunidos!
dereck194|¿Cómo te sientes después de haber corrido tanto?|¿Cómo te sientes después de haber corrido tanto?
dereck195|¡Qué hermoso es el paisaje desde esta montaña!|¡Qué hermoso es el paisaje desde esta montaña!
dereck196|¿Por qué no vienes a cenar con nosotros esta noche?|¿Por qué no vienes a cenar con nosotros esta noche?
dereck197|¡Ten cuidado con el vaso, se puede romper!|¡Ten cuidado con el vaso, se puede romper!
dereck198|¿Qué harás cuando termines de trabajar?|¿Qué harás cuando termines de trabajar?
dereck199|¡Qué emoción tan grande siento por empezar este proyecto!|¡Qué emoción tan grande siento por empezar este proyecto!
dereck200|¿Crees que podamos terminar a tiempo?|¿Crees que podamos terminar a tiempo?
dereck201|El sol brilla con fuerza sobre el campo verde lleno de flores.|El sol brilla con fuerza sobre el campo verde lleno de flores.
dereck202|Ayer caminamos por la playa mientras el viento suave nos acariciaba el rostro.|Ayer caminamos por la playa mientras el viento suave nos acariciaba el rostro.
dereck203|Las montañas se veían majestuosas en la distancia, cubiertas de niebla.|Las montañas se veían majestuosas en la distancia, cubiertas de niebla.
dereck204|La lluvia comenzó a caer justo cuando llegábamos a la puerta de la casa.|La lluvia comenzó a caer justo cuando llegábamos a la puerta de la casa.
dereck205|Los niños jugaban en el parque, riendo y corriendo entre los árboles.|Los niños jugaban en el parque, riendo y corriendo entre los árboles.
dereck206|El libro que leí la semana pasada me hizo reflexionar sobre la vida.|El libro que leí la semana pasada me hizo reflexionar sobre la vida.
dereck207|Cada mañana disfruto de un café caliente mientras escucho el canto de los pájaros.|Cada mañana disfruto de un café caliente mientras escucho el canto de los pájaros.
dereck208|Las estrellas iluminaron el cielo nocturno, creando un espectáculo deslumbrante.|Las estrellas iluminaron el cielo nocturno, creando un espectáculo deslumbrante.
dereck209|En el mercado compré frutas frescas, vegetales y algunas hierbas aromáticas.|En el mercado compré frutas frescas, vegetales y algunas hierbas aromáticas.
dereck210|Mis amigos y yo organizamos una fiesta sorpresa para celebrar su cumpleaños.|Mis amigos y yo organizamos una fiesta sorpresa para celebrar su cumpleaños.
dereck211|El perro corría alegremente por el jardín, persiguiendo a una mariposa.|El perro corría alegremente por el jardín, persiguiendo a una mariposa.
dereck212|El tren pasó a gran velocidad, dejando un fuerte viento detrás de él.|El tren pasó a gran velocidad, dejando un fuerte viento detrás de él.
dereck213|Me encanta pasear por el bosque en otoño cuando las hojas cambian de color.|Me encanta pasear por el bosque en otoño cuando las hojas cambian de color.
dereck214|La receta de mi abuela es un secreto que ha pasado de generación en generación.|La receta de mi abuela es un secreto que ha pasado de generación en generación.
dereck215|Las luces de la ciudad se encendieron justo cuando el sol comenzaba a ponerse.|Las luces de la ciudad se encendieron justo cuando el sol comenzaba a ponerse.
dereck216|Cada tarde me siento en la terraza a leer un buen libro mientras cae la tarde.|Cada tarde me siento en la terraza a leer un buen libro mientras cae la tarde.
